DATE,PREC,SPEC_HUM,REL_HUM,SURF_PRESS,T2MDEW,T2M_MAX,T2M_MIN,T2M,WS10M,WS50M
11/2/00,0,4.72,50.24,98.24,2.58,21.08,6.47,12.81,1.33,1.83
11/3/00,0,3.86,35.65,98.14,-0.4,23.87,8.46,14.97,1.86,2.77
11/4/00,0,3.9,36.95,98.17,-0.11,22.57,9.09,14.61,1.47,2.07
11/5/00,0,5.86,67.28,98.02,5.59,16.88,7.87,11.61,1.48,2.04
11/6/00,0.04,5.74,65.65,97.62,5.32,18.04,6.98,11.61,2.36,3.22
11/7/00,0.03,3.2,35.43,98.18,-3.04,20.32,6.17,12.21,2,2.9
11/8/00,0.11,3.83,39.08,97.98,-0.9,20.78,7.79,13.42,2.16,3.15
11/9/00,0.12,4.95,67.88,97.57,3.14,13.52,5.52,8.89,1.86,2.72
11/10/00,0.76,4.83,71.02,97.65,2.82,12.08,5.15,7.86,1.72,2.43
11/11/00,0.51,3.86,61.02,98.38,-0.17,12.6,3.26,6.92,1.86,2.6
11/12/00,0,3.13,48.28,98.9,-2.89,14.53,2.35,7.38,1.69,2.23
11/13/00,0.05,2.96,43.46,98.46,-4.01,17.28,1.58,8.01,1.48,2.26
11/14/00,0.16,4.15,65.31,98.34,0.78,12.99,3.35,7,2.73,3.96
11/15/00,0.01,3.68,60.39,98.54,-0.74,12.79,1.18,6.41,2.01,2.69
11/16/00,0,3.14,44.54,98.46,-2.97,16.23,3.85,8.55,1.15,1.82
11/17/00,0,2.68,37.6,98.84,-4.96,16.78,3.29,8.79,1.77,2.48
11/18/00,0.02,2.65,33.19,99.13,-5.13,19.35,3.74,10.48,1.39,2
11/19/00,0.01,2.97,35.91,98.9,-3.67,19.34,5.36,10.97,0.99,1.29
11/20/00,0.06,2.98,29.38,98.55,-3.82,24.09,6.1,14.06,1.3,1.95
11/21/00,0.09,3.92,45.15,98.4,-0.18,19.81,6.22,11.64,1.88,2.82
11/22/00,0.11,5.37,77.79,98.66,4.56,13.69,5.44,8.24,2.28,3.09
11/23/00,0,4.72,69.71,98.99,2.68,15.02,2.81,8,1.34,1.86
11/24/00,0,4.8,71.35,98.84,2.9,14.26,4.54,7.9,1.19,1.55
11/25/00,0,5.06,60.3,98.56,3.5,20.32,5.43,11.15,1.34,1.93
11/26/00,0,5.25,69.34,98.55,4.04,15.58,6.36,9.6,0.96,1.26
11/27/00,0,5.16,67.5,98.55,3.91,15.49,6.33,9.74,0.8,0.96
11/28/00,0.01,4.79,48.63,98.24,2.76,22.87,6.92,13.53,0.95,1.37
11/29/00,0.24,5.95,63.2,98.43,5.69,19.57,8.84,12.85,1.65,2.65
11/30/00,0,5.1,61.15,98.58,3.59,18.33,7.54,11.03,1.78,2.63
12/1/00,0,4.54,57.41,98.44,1.98,15.06,6.76,10.23,0.81,1.31
12/2/00,0,4.41,50.69,98.38,1.39,19.66,6.46,11.65,0.91,1.24
12/3/00,0,3.06,30.69,98.47,-3.34,23.51,7.71,13.78,1.8,2.74
12/4/00,0,3.28,32.6,98.63,-2.46,20.11,9.9,13.91,1.32,2.08
12/5/00,0,3.36,29.95,98.63,-2.13,23.79,11.16,15.63,1.23,1.77
12/6/00,0.23,3.38,31.47,98.69,-2.18,21.08,10.8,14.95,0.8,1.26
12/7/00,0.08,5.66,54.47,98.24,4.96,20.67,10.61,14.34,1.17,1.54
12/8/00,0.04,6.64,74.22,98.2,7.53,18.34,7.54,12.04,1.56,2.13
12/9/00,0.01,6.62,77.01,98.26,7.45,16.27,8.3,11.43,1.13,1.59
12/10/00,0.14,6.45,79.09,98.36,7.1,14.84,7.74,10.66,1.57,2.09
12/11/00,0.22,5.89,79.95,98.37,5.77,14.47,6.12,9.14,1.48,2.11
12/12/00,0.77,5.01,74.52,98.05,3.39,12.38,4.83,7.77,3.17,4.44
12/13/00,0.01,4.29,59.35,98.48,1.27,14.62,3.16,8.92,1.02,1.33
12/14/00,0.38,5.81,75.78,98.95,5.69,14.64,7.47,9.82,1.28,1.84
12/15/00,0.01,5.76,72.89,99.18,5.66,17.21,6.44,10.33,2.38,3.33
12/16/00,0,3.94,45.79,99.1,-0.25,20.2,5.08,11.59,0.99,1.54
12/17/00,0,3.94,48.92,98.95,0.02,17.35,5.94,10.58,1.55,2.2
12/18/00,0.01,1.66,18.21,99.14,-11.14,22.29,7.53,12.51,4.33,6.61
12/19/00,0,1.86,19.8,98.77,-9.61,21.44,8.25,12.9,2.18,3.42
12/20/00,0,2.08,22.62,98.38,-8.25,19.71,8.09,12.53,1.4,1.89
12/21/00,0,2.66,28.23,98.36,-5.64,20.71,7.95,12.88,1.39,1.91
12/22/00,0,5.21,70.51,98.5,3.84,15.58,4.85,9.22,1.37,1.91
12/23/00,0,5,69.02,98.53,3.32,15.61,4.69,8.92,1.65,2.29
12/24/00,0,4.77,73.71,98.53,2.79,13.01,4.28,7.29,1.43,1.93
12/25/00,0.03,2.71,34.74,98.57,-5.53,19.49,4.12,10.07,1.44,2.4
12/26/00,0,2.34,27.18,98.93,-6.76,21.4,5.49,11.63,2.17,3.37
12/27/00,0,2.5,28.38,99.01,-6.13,19.58,7.45,11.96,1.33,1.81
12/28/00,0,2.83,33.75,98.84,-4.66,20.17,5.06,11.17,0.74,0.96
12/29/00,0,3.09,32.87,98.62,-3.45,21.94,7.55,12.9,0.83,1.16
12/30/00,0,3.69,39.1,98.31,-1.08,20.83,7.79,12.88,1,1.36
12/31/00,0,3.39,39.22,98.3,-2.35,20.56,5.33,11.54,0.86,1.4
1/1/01,0,2.97,32.71,98.63,-3.97,20.18,7.68,12.38,0.88,1.17
1/2/01,0,2.28,22.34,99.08,-7.16,25.07,8.22,14.23,1.66,2.65
1/3/01,0.03,2.09,20.39,99.26,-8.08,23.58,9.55,14.35,1.61,2.41
1/4/01,0,2.11,19.75,98.8,-8.16,23.4,10,14.89,1,1.34
1/5/01,0,2.25,21.75,98.47,-7.45,22.77,8.5,14.35,1.04,1.47
1/6/01,0,2.16,22.08,98.25,-7.9,21.1,8.82,13.41,1.51,2.06
1/7/01,0.02,2.71,27.43,98,-5.43,22.21,8.67,13.58,1.65,2.49
1/8/01,5.25,5.57,73.42,97.85,4.67,11.42,7.25,9.5,2.2,3.68
1/9/01,4.48,5.63,83.98,98.12,5.18,12.68,4.93,7.73,1.99,2.9
1/10/01,19.92,5.44,75.98,97.77,4.5,15.21,3.64,8.64,5.91,8.62
1/11/01,8,5.09,78.85,97.56,3.62,10.5,4.93,7.11,3.57,5.88
1/12/01,3.04,4.89,73.21,97.94,3.14,11.91,5.52,7.66,2.89,4.36
1/13/01,0.07,4.84,75.38,98.85,3.1,12.69,4.23,7.22,1.28,1.65
1/14/01,0.37,4.61,76.47,98.84,2.38,12.4,2.99,6.28,2.01,2.81
1/15/01,0.46,3.8,69.63,98.43,-0.4,10.17,1.3,4.79,2.5,3.74
1/16/01,0.01,2.51,52.38,98.58,-5.68,10.37,-2.27,3,1.51,2.25
1/17/01,0.06,2.41,46.32,99.16,-6.09,12.26,-1.54,4.23,1.29,1.65
1/18/01,0.01,2.6,42.51,99.08,-5.26,13.91,-0.13,6.53,0.95,1.24
1/19/01,0.08,3.35,47.08,98.89,-1.98,14.05,5.62,8.75,0.51,0.72
1/20/01,0,3.37,40.4,98.77,-1.98,21.19,5.48,11.08,2.34,3.55
1/21/01,0.1,3.11,34.54,98.64,-3.21,20.98,6.16,12.22,3.05,4.82
1/22/01,0.15,4.22,49.9,98.47,0.94,18.41,6.51,11.23,1.24,1.8
1/23/01,0.72,4.85,57.53,98.41,2.58,19.53,5.41,11.17,2.17,3.38
1/24/01,14.37,5.65,87.11,98.48,5.22,10.21,3.57,7.31,3.16,4.62
1/25/01,1.85,4.35,72.49,98.9,1.56,11.94,2.71,6.23,1.47,2.36
1/26/01,4.45,4.75,82.28,98.03,2.74,8.74,3.52,5.54,2.05,3.06
1/27/01,0.47,4.17,73.4,97.81,0.88,11.21,1.11,5.31,1.86,2.48
1/28/01,0.02,3.7,59.02,98.44,-0.69,13.94,1.55,6.81,1.65,2.22
1/29/01,0.04,4.62,79.17,98.9,2.38,11.23,2.1,5.82,2.11,3.03
1/30/01,0.49,3.31,52.87,98.89,-2.37,15.15,-0.65,6.85,1.17,1.81
1/31/01,0.59,2.94,42.8,98.92,-3.72,16.31,3.03,8.21,1.8,2.81
2/1/01,0,2.96,39.29,99.17,-3.6,18.25,3.34,9.61,1.64,2.34
2/2/01,0.01,3.73,50.53,99.29,-0.51,15.62,3.71,9.33,1.53,2.12
2/3/01,0,4.55,52.71,98.98,2.22,19.96,4.98,11.65,1.36,1.85
2/4/01,0.01,5.45,46.58,98.79,4.74,25.36,9.78,16.29,1.01,1.42
2/5/01,0,6.08,56.3,98.3,6.22,22.14,9.78,14.95,0.99,1.24
2/6/01,0.18,4.96,59.81,97.74,3.03,16.82,4.88,10.84,2.93,4.05
2/7/01,0.41,3.58,67.04,97.57,-1.38,8.84,0.2,4.36,3.54,5.02
2/8/01,0.01,2.39,42.83,98.09,-6.39,13.91,-1.67,5.11,1.6,2.25
2/9/01,2.79,4.08,62.89,98.24,0.33,14.42,1.2,7.28,3.41,5.36
2/10/01,8.04,4.9,81.65,97.95,3.17,9.07,3.92,6.1,2.17,3.34
2/11/01,14.97,5.09,85,97.88,3.67,10.42,3.32,6.06,3.94,5.94
2/12/01,4.87,4.71,78.14,97.66,2.55,10.88,3.14,6.1,2.07,3.47
2/13/01,11.49,4.43,78.67,97.11,1.63,10.04,1.43,5.05,3.84,5.88
2/14/01,0.27,4.06,70.19,98.23,0.6,12.01,0.74,5.6,1.76,2.48
2/15/01,0.1,4.28,65.16,98.54,1.31,14.25,1.16,7.5,1.36,1.86
2/16/01,0.01,4.29,53.26,98.63,1.34,18.08,4.2,10.53,1.52,2.31
2/17/01,0.41,4.54,51.41,98.43,1.98,20.33,5.85,11.9,2.75,4.3
2/18/01,1.45,6.17,73.04,98.35,6.47,15.34,8.1,11.19,1.61,2.32
2/19/01,3.45,6.03,80.66,98.17,6.14,14.42,4.96,9.34,3.71,5.63
2/20/01,0.61,5.68,77.59,98.76,5.38,14.17,4.7,9.12,1.7,2.56
2/21/01,0.67,6,72.85,98.89,6.15,16.11,6.57,10.88,1.3,1.79
2/22/01,1.8,5.8,79.02,98.16,5.46,13.15,3.89,9.07,2.22,3.32
2/23/01,2.77,4.69,73.75,97.61,2.48,12.05,4.08,6.87,2.29,3.33
2/24/01,10.24,4.98,88.04,97.81,3.35,7.29,2.59,5.22,4.04,6.21
2/25/01,4.82,5.94,81.39,98.03,5.89,13.54,5.38,8.97,1.52,2.56
2/26/01,3.76,6.13,87.21,98,6.33,12.97,5.88,8.4,0.83,1.28
2/27/01,1.4,5.32,64.91,97.91,4.24,18.61,4.87,10.68,1.27,1.83
2/28/01,1.97,5.44,71.16,97.95,4.57,15.09,4.55,9.65,2.06,2.95
3/1/01,0.13,5.22,66.31,98.26,4.04,16.44,4.41,10.12,1.51,1.91
3/2/01,0.76,5.95,80.22,97.9,5.92,13.13,6.17,9.19,1.33,1.71
3/3/01,0.57,4.92,58.67,97.77,2.92,18.7,5.11,11,1.58,2.51
3/4/01,9.83,6.07,68.26,97.65,6.12,15.93,9.02,11.86,7.87,11.66
3/5/01,11.34,7.27,74.46,97.66,8.77,17.98,10.55,13.28,5.03,7.89
3/6/01,5.75,7.24,76.83,97.96,8.74,17.83,9.12,12.77,1.94,3.22
3/7/01,0.28,7.16,71.66,98.41,8.69,20.19,8.41,13.75,2.42,3.39
3/8/01,0.22,7.44,80.24,98.52,9.27,18.45,7.41,12.62,1.8,2.45
3/9/01,2.62,6.13,78.12,97.9,6.28,13.71,6.26,10.01,3.29,4.6
3/10/01,0.83,5.24,69.88,97.72,4.08,15.58,4.9,9.33,2.52,3.36
3/11/01,0.04,5.17,65.48,97.94,3.92,16.19,4.44,10.13,1.76,2.31
3/12/01,0.02,4.22,48.51,98.43,1.05,19.83,3.85,11.68,1.7,2.32
3/13/01,0.06,5.22,54.29,98.53,4.02,20.7,6.08,13.18,1.72,2.18
3/14/01,0,6.09,61.68,98.48,6.25,20.47,6.94,13.58,1.77,2.34
3/15/01,0.02,6.19,68.85,98.27,6.38,18.53,6.88,12.13,2.02,2.99
3/16/01,0,6.17,75.76,98.06,6.5,17.77,5.12,10.6,3.06,4.44
3/17/01,0,6.42,65.35,98.32,7.07,20.82,6.39,13.48,1.69,2.26
3/18/01,0,7.05,57.26,98.45,8.43,26.37,8.41,17.02,1.33,2
3/19/01,0,6.95,45.86,98.27,8.15,29.63,12.06,20.31,1.5,2.31
3/20/01,0.01,7.42,48.71,98.01,9.01,29.38,14.32,20.33,1.97,3.02
3/21/01,0,8.05,60.93,98.08,10.34,25.98,12.3,18.05,1.75,2.62
3/22/01,0,8.38,73.94,98.15,10.97,21.85,10.03,15.65,2.63,3.64
3/23/01,0.06,8.07,67.84,98.14,10.4,23.99,10.65,16.41,2.33,3.25
3/24/01,0.09,7.97,68.13,98.14,10.23,24.17,10.37,16.15,2.31,3.41
3/25/01,0.17,7.72,72.11,98.31,9.79,21.21,10.42,14.79,3.49,5.02
3/26/01,0,6.3,61.98,98.26,6.83,22.22,7.25,14.01,3.77,5.44
3/27/01,0,6.44,59.53,98.33,7.11,23.3,7.42,14.96,2.39,3.32
3/28/01,0.01,8,66.48,98.18,10.22,24.93,9.87,16.6,3.09,4.43
3/29/01,0,7.61,63,97.75,9.5,24.53,10.09,16.6,2.57,3.72
3/30/01,0,7.39,55.41,97.9,9.01,26.95,10.01,18.19,1.71,2.41
3/31/01,0,7.13,49.76,97.93,8.5,27.79,11.61,19.34,1.69,2.29
4/1/01,0,7.1,57.56,97.51,8.38,25.06,10.17,16.9,2.35,3.48
4/2/01,0.03,4.8,57.35,97.72,2.68,17.12,6.1,10.98,3.55,5.12
4/3/01,0.01,3.8,52.1,98,-0.47,15.36,3.1,8.96,2.6,3.67
4/4/01,0.08,3.74,45.71,97.94,-0.68,17.87,4.61,10.69,2.25,3.31
4/5/01,1.29,4.86,58.74,98.01,3,16.7,5.2,10.83,2.75,3.91
4/6/01,4.26,5.6,67.9,97.96,4.92,17,5.42,10.78,2.55,3.78
4/7/01,19.36,5.3,81.16,97.86,4.21,9.49,2.94,7.31,3.89,5.84
4/8/01,1.53,4.27,66.96,98.42,1.26,13.52,1.85,7.06,2.08,3.02
4/9/01,3.44,4.63,71.38,97.92,2.34,11.04,3.79,7.22,2.08,2.91
4/10/01,0.02,4.25,55.79,97.97,1.07,17.35,1.94,9.61,2.19,3.06
4/11/01,1.45,6.02,74.95,98.16,6.1,16.14,5.18,10.42,3.04,4.27
4/12/01,0.12,5.18,58.4,98.54,3.93,18.3,5.79,11.97,1.81,2.35
4/13/01,0.35,4.55,52.08,98.44,2.17,17.9,5.9,11.73,2.36,3.14
4/14/01,0.01,4.5,51.88,98.31,1.96,19.87,3.04,11.61,1.79,2.22
4/15/01,0.3,4.93,48.23,98.33,3.23,23.26,5.02,14.12,1.48,1.88
4/16/01,0.31,5.39,46.74,98.27,4.43,26.05,8.06,15.98,2.2,3.01
4/17/01,0.23,6.06,53.26,98.39,6.15,24.31,7.2,15.78,1.9,2.57
4/18/01,0.28,6.57,54.5,98.08,7.26,25.18,9.63,16.63,2.17,2.9
4/19/01,6.97,6.71,75.35,97.97,7.66,16.7,6.9,11.93,3,4.07
4/20/01,11.49,5.97,75.33,97.92,5.95,15.84,5.15,10.18,3.08,4.3
4/21/01,2.01,5.09,68.07,98.12,3.72,15.59,4.26,9.34,3.63,4.8
4/22/01,0.02,5.58,56.95,98.82,5.07,21.24,5.45,13.54,1.8,2.23
4/23/01,0.63,5.97,49.59,98.69,6.02,26,7.41,16.71,1.74,2.22
4/24/01,0.24,6.32,40.07,98.3,6.75,31.06,11.19,20.98,1.33,1.94
4/25/01,0.26,6.64,35.64,97.97,7.31,33.51,14.92,23.66,1.55,2.3
4/26/01,0.52,7.86,46.03,97.88,9.93,30.24,15.8,22.18,2.03,2.7
4/27/01,0.01,6.94,48.71,97.92,8.09,27.53,11.91,19.26,2.63,3.78
4/28/01,0.36,6.83,60.19,98.07,7.89,23.08,10.22,15.66,3.72,5.22
4/29/01,0,5.67,50.58,98.26,5.26,23.96,7.2,15.52,2.37,3.13
4/30/01,0.1,6.78,47.85,98.37,7.83,28.27,10.17,19.24,2.06,2.63
5/1/01,0.18,7.16,49.79,97.95,8.47,28.76,11.73,19.4,3.48,5.02
5/2/01,0.23,4.83,39.85,97.65,2.74,24.62,9.4,16.67,2.39,3.39
5/3/01,0,3.81,28.44,98.12,-0.78,26.73,9.46,18.34,2.5,3.64
5/4/01,0.17,4.62,31.88,98.26,2.03,28.37,10.59,19.59,2.1,2.89
5/5/01,0.23,5.86,37.31,97.97,5.61,30.15,11.89,20.84,2.05,2.83
5/6/01,0.36,6.79,39.12,97.98,7.74,32.22,12.81,22.47,2.09,2.74
5/7/01,0.1,6.91,32.46,98.18,8,36.43,15.79,25.9,1.75,2.51
5/8/01,0.29,7.82,32.74,97.96,9.78,37.39,19.05,27.84,1.91,2.57
5/9/01,0,7.02,30.68,97.64,8.17,36.44,18.71,27.06,2.02,2.94
5/10/01,0,6.39,30.22,97.63,6.69,35.93,17.24,25.7,1.75,2.38
5/11/01,0.02,6.48,29.17,97.71,6.86,37.5,17.23,26.55,2.06,2.96
5/12/01,0.33,7.84,45.98,97.79,9.92,29.9,15.73,22.14,1.99,2.71
5/13/01,0.01,7.58,47.61,98.07,9.46,29.72,13.38,21.06,2.86,3.77
5/14/01,0,7.09,45.15,98.21,8.48,29.68,12.69,20.88,2.91,3.88
5/15/01,0,8.18,45.66,98.18,10.37,31.06,14.85,23.02,3.44,4.92
5/16/01,0,8.82,49.64,97.88,11.64,30.8,16.21,22.82,3.32,4.65
5/17/01,0,7.12,38.91,97.67,8.46,32.45,14.24,23.29,2.56,3.45
5/18/01,0.25,6.5,34.66,97.57,6.99,32.59,15.39,23.68,2.89,4.01
5/19/01,0.22,8.11,39.84,97.79,10.42,34.66,15.7,25.09,2.42,3.36
5/20/01,0,7.2,33.55,97.74,8.39,36.78,15.94,25.97,2.43,3.32
5/21/01,0,7.34,30.69,97.7,8.72,38.56,17.28,27.83,2.21,3.17
5/22/01,0,8.48,33.16,97.82,10.99,38.81,19.59,28.97,2.4,3.25
5/23/01,0.01,7.93,31.62,97.74,9.99,38.22,19.75,28.63,2.52,3.48
5/24/01,0,6.97,29.24,97.83,8.13,37.03,19.64,27.78,2.56,3.75
5/25/01,0.05,5.54,24.52,97.81,4.74,36.9,18.04,26.87,3.12,4.46
5/26/01,0.15,6.11,29.49,97.69,6.09,34.26,17.11,25.39,2.55,3.74
5/27/01,0.33,6.27,34.82,97.44,6.38,32.08,14.91,23,4.04,5.47
5/28/01,0,5.09,33.07,97.67,3.47,29.29,12.76,20.49,3.85,5.44
5/29/01,0,5.98,34.05,97.86,5.95,31.83,12.77,22.66,2.2,2.84
5/30/01,0,5.95,23.08,97.83,5.74,40.88,16.97,29.14,2.3,3.1
5/31/01,0,6.53,21.76,97.62,6.87,43.01,20.91,31.77,2.08,3.06
6/1/01,0,7.41,30.21,97.53,8.95,37.91,20.14,28.22,3.48,4.61
6/2/01,0.24,5.94,34.04,97.61,5.11,30.89,15.22,22.5,2.78,3.93
6/3/01,0.1,4.89,33.06,97.46,2.85,28.45,11.47,19.79,3.5,5.1
6/4/01,0,4.09,24.95,97.47,0.39,30.06,12.14,21.48,1.92,2.53
6/5/01,0,4.48,25.63,97.81,1.71,29.44,14.78,22.59,3.58,5.15
6/6/01,0,5.64,28.43,97.95,5.04,35.13,14.57,24.7,3.22,4.47
6/7/01,0,5.51,23.56,97.77,4.68,38.28,17.04,27.45,2.74,3.62
6/8/01,0,4.82,20.01,97.68,2.76,38.32,18.92,27.96,2.55,3.83
6/9/01,0.22,5.22,25.92,97.86,3.85,34.49,16.02,24.93,2.29,3.16
6/10/01,0.24,4.47,22.67,97.91,1.53,34.03,16.72,24.6,3,4.44
6/11/01,0,5.3,29.8,97.96,4.2,32.2,14.17,22.9,3.42,4.93
6/12/01,0,6.16,36.03,97.73,6.06,30.67,14.6,22.18,4.45,6.44
6/13/01,0,3.91,21.86,97.57,-0.41,32.29,13.39,22.92,2.08,2.75
6/14/01,0,3.62,15.63,97.79,-1.2,37.77,16.26,27.31,2.56,3.73
6/15/01,0,4.15,16.5,97.78,0.69,39.46,18.03,28.71,2.43,3.43
6/16/01,0.23,4.32,16.44,97.89,1.3,40.26,19.33,29.5,2.28,3.16
6/17/01,0.42,4.4,16.95,97.93,1.39,39.52,19.59,29.27,2.61,3.58
6/18/01,0,3.43,12.79,97.79,-1.88,39.95,19.75,29.84,2.29,3.21
6/19/01,0,4.04,14.41,97.68,0.41,40.72,21.36,30.61,2.62,3.64
6/20/01,0,4.58,15.89,97.86,2.09,41.75,22.41,31.11,2.34,3.08
6/21/01,0,5.01,16.74,98.01,3.4,41.79,22.15,31.8,2.35,3.21
6/22/01,0.01,5.19,17.23,97.89,3.95,42.18,22.41,31.87,3.33,4.35
6/23/01,0,5.68,20.79,97.86,5.18,39.74,21.69,30.16,3.03,3.91
6/24/01,0.01,3.95,17.49,98.03,-0.14,36.02,18.57,26.93,3.27,4.45
6/25/01,0.05,4.71,23.42,97.91,2.45,33.9,16.24,24.94,3.39,4.69
6/26/01,0.01,6.7,32.38,97.95,7.64,33.9,17.28,25.39,2.73,3.53
6/27/01,0,6.22,30.53,98.32,6.29,35.03,16.34,25.21,2.59,3.22
6/28/01,0,8.09,38.47,98.3,10.43,34.53,16.74,25.71,2.77,3.68
6/29/01,0,6.4,26.79,97.97,6.92,37.32,18.58,27.86,2.71,3.62
6/30/01,0.14,5.45,19.52,97.78,4.63,40.77,20.32,30.52,2.48,3.45
7/1/01,0.03,5.81,19.94,97.79,5.56,41.29,20.57,31.27,2.4,3.25
7/2/01,0,5.31,15.73,97.57,4.28,43.83,23.52,33.87,2.41,3.19
7/3/01,0,6.02,15.72,97.53,6.07,45.88,26.23,36.14,2.73,3.9
7/4/01,0.24,8.19,24.14,97.84,10.57,43.15,28.2,33.97,2.49,3.33
7/5/01,1.23,9.26,28.66,97.7,12.34,41.67,25.24,33.07,2.57,3.16
7/6/01,2.83,12.99,60.15,97.96,17.66,28.64,23.36,26.05,1.41,1.76
7/7/01,0.69,10.71,41.29,98.05,14.35,36.88,22.12,29.24,2.47,3.39
7/8/01,0.22,8.11,31.68,98.16,10.51,37.91,20.65,29.07,2.72,3.54
7/9/01,0.3,8.23,33.65,98.04,10.73,37.44,20.88,28.25,3.58,4.34
7/10/01,0,7.46,33.29,97.93,9.28,36.62,18.39,26.75,3.38,4.02
7/11/01,0,6.6,32.3,97.96,7.34,34.44,16.84,25.2,2.88,3.58
7/12/01,0,6.45,30.83,98.11,7.13,34.94,16.23,25.62,2.63,3.58
7/13/01,0,5.59,24.26,98.03,4.87,36.37,18.46,27.24,2.25,2.96
7/14/01,0.19,4.99,22.66,97.74,3.29,36.02,17.97,26.43,2.73,3.73
7/15/01,0.2,6.31,34.08,97.57,6.55,33.6,15.18,23.49,2.61,3.23
7/16/01,0,6.53,37.61,97.75,7.13,31.28,14.05,22.45,2.78,3.57
7/17/01,0,6.88,36.83,97.96,8.02,32.9,14.82,23.68,2.45,3.13
7/18/01,0,6.43,31.29,97.92,7.05,34.43,16.4,25.28,2.31,2.99
7/19/01,0,6.25,29.18,97.79,6.59,34.78,17.52,25.95,2.66,3.55
7/20/01,0,6.45,32.23,97.84,6.95,33.47,16.7,24.82,2.58,3.51
7/21/01,0.45,6.27,32.59,97.9,6.53,33.49,14.98,24.16,2.43,3.35
7/22/01,0.21,5.61,26.86,97.8,4.94,35.06,16.26,25.55,2.43,3.44
7/23/01,0,5.22,24.58,97.68,3.91,35.77,16.19,25.8,2.46,3.49
7/24/01,0,6.56,28.57,97.57,7.2,36.84,17.55,27.09,2.92,3.62
7/25/01,0,7.89,32.25,97.61,9.99,37.79,18.86,28.18,2.54,3.27
7/26/01,0,6.44,24.24,97.68,6.92,39.86,19.97,29.63,2.1,2.73
7/27/01,0,5.45,19.34,97.79,4.59,41.66,20.48,30.7,2.33,3.27
7/28/01,0.03,5.21,19.16,97.96,3.69,40.88,20.4,30.11,2.45,3.55
7/29/01,0,4.47,18.18,97.97,1.75,38.81,19.82,28.38,2.46,3.19
7/30/01,0,7.19,36.57,97.88,8.61,33.34,15.87,24.53,3.34,4.49
7/31/01,0,7.15,34.48,97.83,8.51,34.99,16.64,25.4,2.5,3.32
8/1/01,0,6.73,28.42,98.09,7.58,37.86,17.94,27.72,2.18,2.96
8/2/01,0,6.96,26.91,98.11,8.24,39.56,19.66,29.24,2.24,2.99
8/3/01,0,6.67,28.16,97.95,7.53,36.69,19.73,27.7,2.34,3.27
8/4/01,0.16,6.77,31.55,97.91,7.49,34.9,17.9,25.99,2.55,3.44
8/5/01,0.19,6.93,29.7,98.06,7.98,37.53,18.24,27.46,2.22,2.96
8/6/01,0,6.43,24.15,98.11,7.09,39.81,20.01,29.75,2.42,3.35
8/7/01,0,7.6,24.46,97.86,9.5,42.56,22.59,32.4,2.17,3.02
8/8/01,0.01,7.47,22.54,97.7,9.21,43.61,25.44,33.52,2.39,3.07
8/9/01,0,8.02,28.72,97.89,10.31,40.06,22.62,30.52,2.78,3.57
8/10/01,0.18,7.76,31.18,98.07,9.84,38.04,20.06,28.56,2.69,3.64
8/11/01,0.03,6.3,25.58,97.9,6.67,38.43,19.4,28.37,2.43,3.35
8/12/01,0.27,6.4,26.77,98.03,6.9,38.54,18.63,27.87,2.72,3.81
8/13/01,0,6.47,28.75,98.19,7.07,36.78,18.33,26.86,2.31,3.06
8/14/01,0,5.04,19.7,97.96,3.54,39.59,18.66,29.05,1.86,2.49
8/15/01,0,4.89,18.07,97.85,3.1,40.59,19.93,30,1.95,2.62
8/16/01,0,4.85,16.83,97.89,2.98,42.7,20.8,31.11,1.91,2.75
8/17/01,0,5.09,16.96,98.03,3.7,42.88,22.29,31.84,2.07,2.87
8/18/01,0.28,4.8,16.54,97.94,2.72,41.99,21.95,31.24,2.08,2.93
8/19/01,0.11,4.44,15.82,97.77,1.57,41.1,22.32,30.61,2.26,3
8/20/01,0,5.03,21.54,97.85,3.41,36.87,20.14,27.46,2.22,2.82
8/21/01,0,5.57,28.66,97.88,4.8,33.17,16.35,24.35,3.02,4.33
8/22/01,0,7.09,39,98.1,8.4,31.46,16.24,23.27,3.68,5.08
8/23/01,0,7.03,37.44,98.14,8.22,32.72,15.74,23.8,3.22,4.48
8/24/01,0,7.23,35.02,97.91,8.47,34.53,17.34,25.36,2.86,3.92
8/25/01,0.13,5.25,21.32,97.62,4.06,39.48,17.59,28.3,2.5,3.39
8/26/01,0.11,5.05,18.77,97.68,3.59,40.68,19.36,29.87,1.92,2.6
8/27/01,0,5.1,18.44,97.64,3.72,40.61,20.73,30.34,2.2,3.07
8/28/01,0,5.52,19.29,97.22,4.79,40.57,21.46,30.85,2.08,2.79
8/29/01,0,6.41,27.7,97.31,6.78,36.97,19.49,27.19,2.97,3.74
8/30/01,0,8.4,42.43,97.69,10.94,33.91,17.34,24.59,2.72,3.21
8/31/01,0,8.23,39.16,97.72,10.66,35.41,17.22,25.6,1.95,2.54
9/1/01,0.04,7.31,31.39,97.75,8.77,37.23,18.59,27.37,1.64,2.15
9/2/01,0.08,7.88,31.31,97.74,9.93,38.1,20.3,28.69,2.04,2.77
9/3/01,0.35,8.11,32.21,97.73,10.4,37.94,20.59,28.7,2,2.72
9/4/01,0.02,7.44,28.64,97.67,9.13,38.17,21.67,29.23,2.18,3.16
9/5/01,0,5.53,23.44,97.74,4.48,36.63,20.6,27.6,2.66,3.99
